network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance
M_PL_057,M,PlantPollinator,148,Angelica pubescens,Plant,119,Eurystylus coelestialium,Pollinator,10,114,883,1,0.1348,0.0877,0.019
M_PL_057,M,PlantPollinator,64,Angelica pubescens,Plant,119,Graphomyia maculata,Pollinator,1,114,883,1,0.1348,0.0088,0.019
M_PL_057,M,PlantPollinator,149,Angelica pubescens,Plant,119,Gymnosoma rotundatum,Pollinator,6,114,883,1,0.1348,0.0526,0.019
M_PL_057,M,PlantPollinator,150,Angelica polymorpha,Plant,57,Hylaeus floralis,Pollinator,7,114,883,1,0.0646,0.0614,0.019
M_PL_057,M,PlantPollinator,151,Angelica pubescens,Plant,119,Hylaeus floralis,Pollinator,7,114,883,1,0.1348,0.0614,0.019
M_PL_057,M,PlantPollinator,152,Angelica polymorpha,Plant,57,Hylaeus globula,Pollinator,7,114,883,1,0.0646,0.0614,0.019
M_PL_057,M,PlantPollinator,67,Angelica pubescens,Plant,119,Hylaeus globula,Pollinator,7,114,883,1,0.1348,0.0614,0.019
M_PL_057,M,PlantPollinator,153,Angelica polymorpha,Plant,57,Hylaeus nippon,Pollinator,3,114,883,1,0.0646,0.0263,0.019
M_PL_057,M,PlantPollinator,154,Agrimonia pilosa,Plant,12,Lasioglossum apristum,Pollinator,37,114,883,1,0.0136,0.3246,0.019
M_PL_057,M,PlantPollinator,155,Angelica polymorpha,Plant,57,Lasioglossum apristum,Pollinator,37,114,883,1,0.0646,0.3246,0.019
M_PL_057,M,PlantPollinator,156,Angelica polymorpha,Plant,57,Lasioglossum occidens,Pollinator,18,114,883,1,0.0646,0.1579,0.019
M_PL_057,M,PlantPollinator,157,Angelica polymorpha,Plant,57,Lasius niger,Pollinator,6,114,883,1,0.0646,0.0526,0.019
M_PL_057,M,PlantPollinator,158,Angelica polymorpha,Plant,57,Megaspis zonata,Pollinator,12,114,883,1,0.0646,0.1053,0.019
M_PL_057,M,PlantPollinator,159,Angelica polymorpha,Plant,57,Nonartha cyaneum,Pollinator,16,114,883,1,0.0646,0.1404,0.019
M_PL_057,M,PlantPollinator,160,Alangium platanifolium,Plant,2,Rhopalum latronum,Pollinator,19,114,883,1,0.0023,0.1667,0.019
M_PL_057,M,PlantPollinator,161,Angelica polymorpha,Plant,57,Rhopalum latronum,Pollinator,19,114,883,1,0.0646,0.1667,0.019
M_PL_057,M,PlantPollinator,87,Ampelopsis brevipedunculata,Plant,3,Vespa xanthoptera,Pollinator,10,114,883,1,0.0034,0.0877,0.019
M_PL_057,M,PlantPollinator,162,Angelica polymorpha,Plant,57,Vespa xanthoptera,Pollinator,10,114,883,1,0.0646,0.0877,0.019
M_PL_001,M,PlantPollinator,163,Cerastium arvense,Plant,6,Habromyia lipoflava,Pollinator,2,84,101,1,0.0594,0.0238,0.043
M_PL_001,M,PlantPollinator,164,Chaetanthera euphrasioides,Plant,10,Lyophlaeba lugubris,Pollinator,3,84,101,1,0.099,0.0357,0.043
M_PL_001,M,PlantPollinator,165,Chaetanthera euphrasioides,Plant,10,Spathipalpus philippii,Pollinator,2,84,101,1,0.099,0.0238,0.043
M_PL_001,M,PlantPollinator,166,Chaetanthera euphrasioides,Plant,10,Villa flavicura,Pollinator,2,84,101,1,0.099,0.0238,0.043
M_PL_001,M,PlantPollinator,167,Chaetanthera euphrasioides,Plant,10,Villa gayi,Pollinator,1,84,101,1,0.099,0.0119,0.043
M_PL_001,M,PlantPollinator,168,Chaetanthera euphrasioides,Plant,10,Villa hypoxantha,Pollinator,5,84,101,1,0.099,0.0595,0.043
M_PL_001,M,PlantPollinator,169,Chaetanthera euphrasioides,Plant,10,Villa semifuscata,Pollinator,3,84,101,1,0.099,0.0357,0.043
M_PL_002,M,PlantPollinator,170,Cerastium arvense,Plant,10,Bombus dahlbomii,Pollinator,8,43,64,1,0.1563,0.186,0.071
M_PL_002,M,PlantPollinator,171,Cerastium arvense,Plant,10,Faunula leucoglene,Pollinator,3,43,64,1,0.1563,0.0698,0.071
M_PL_002,M,PlantPollinator,166,Chaetanthera euphrasioides,Plant,10,Villa flavicura,Pollinator,1,43,64,1,0.1563,0.0233,0.071
M_PL_002,M,PlantPollinator,172,Cerastium arvense,Plant,10,Villa gayi,Pollinator,2,43,64,1,0.1563,0.0465,0.071
M_PL_002,M,PlantPollinator,167,Chaetanthera euphrasioides,Plant,10,Villa gayi,Pollinator,2,43,64,1,0.1563,0.0465,0.071
M_PL_002,M,PlantPollinator,168,Chaetanthera euphrasioides,Plant,10,Villa hypoxantha,Pollinator,2,43,64,1,0.1563,0.0465,0.071
M_PL_002,M,PlantPollinator,173,Cerastium arvense,Plant,10,Villa verdensis,Pollinator,4,43,64,1,0.1563,0.093,0.071
M_PL_002,M,PlantPollinator,174,Chaetanthera euphrasioides,Plant,10,Villa verdensis,Pollinator,4,43,64,1,0.1563,0.093,0.071
M_PL_005,M,PlantPollinator,175,Chamaenerium angustifolium,Plant,47,Apis mellifera,Pollinator,22,96,275,1,0.1709,0.2292,0.035
M_PL_006,M,PlantPollinator,176,Centaurea nigra,Plant,3,Maniola jurtina,Pollinator,7,17,61,1,0.0492,0.4118,0.141
M_PL_007,M,PlantPollinator,177,Centaurea nigra,Plant,15,Apis mellifera,Pollinator,1,16,36,1,0.4167,0.0625,0.148
M_PL_007,M,PlantPollinator,178,Centaurea nigra,Plant,15,Bombus hortorum,Pollinator,1,16,36,1,0.4167,0.0625,0.148
M_PL_007,M,PlantPollinator,179,Centaurea nigra,Plant,15,Bombus lapidarius,Pollinator,10,16,36,1,0.4167,0.625,0.148
M_PL_007,M,PlantPollinator,180,Centaurea nigra,Plant,15,Bombus pascuorum,Pollinator,7,16,36,1,0.4167,0.4375,0.148
M_PL_007,M,PlantPollinator,181,Centaurea nigra,Plant,15,Bombus pratorum,Pollinator,3,16,36,1,0.4167,0.1875,0.148
M_PL_007,M,PlantPollinator,182,Centaurea nigra,Plant,15,Bombus terrestris/lucorum,Pollinator,3,16,36,1,0.4167,0.1875,0.148
M_PL_007,M,PlantPollinator,183,Centaurea nigra,Plant,15,Empis livida,Pollinator,3,16,36,1,0.4167,0.1875,0.148
M_PL_007,M,PlantPollinator,184,Centaurea nigra,Plant,15,Episyrphus balteatus,Pollinator,5,16,36,1,0.4167,0.3125,0.148
M_PL_007,M,PlantPollinator,185,Centaurea nigra,Plant,15,Eristalis tenax,Pollinator,3,16,36,1,0.4167,0.1875,0.148
M_PL_007,M,PlantPollinator,176,Centaurea nigra,Plant,15,Maniola jurtina,Pollinator,4,16,36,1,0.4167,0.25,0.148
M_PL_007,M,PlantPollinator,186,Centaurea nigra,Plant,15,Psithyrus vest,Pollinator,3,16,36,1,0.4167,0.1875,0.148
M_PL_010,M,PlantPollinator,187,Cerastium arcticum,Plant,20,Aedes impiger,Pollinator,11,31,76,1,0.2632,0.3548,0.194
M_PL_010,M,PlantPollinator,188,Cerastium arcticum,Plant,20,Aedes nigripes,Pollinator,15,31,76,1,0.2632,0.4839,0.194
M_PL_010,M,PlantPollinator,189,Cassiope tetragona,Plant,16,Limnophyes brachytomus,Pollinator,19,31,76,1,0.2105,0.6129,0.194
M_PL_010,M,PlantPollinator,190,Cassiope tetragona,Plant,16,Spilogona dorsata,Pollinator,18,31,76,1,0.2105,0.5806,0.194
M_PL_010,M,PlantPollinator,191,Cerastium arcticum,Plant,20,Spilogona dorsata,Pollinator,18,31,76,1,0.2632,0.5806,0.194
M_PL_010,M,PlantPollinator,192,Cassiope tetragona,Plant,16,Spilogona extensa,Pollinator,16,31,76,1,0.2105,0.5161,0.194
M_PL_010,M,PlantPollinator,193,Cassiope tetragona,Plant,16,Spilogona sanctipauli,Pollinator,20,31,76,1,0.2105,0.6452,0.194
M_PL_010,M,PlantPollinator,194,Cerastium arcticum,Plant,20,Spilogona sanctipauli,Pollinator,20,31,76,1,0.2632,0.6452,0.194
M_PL_010,M,PlantPollinator,195,Cerastium arcticum,Plant,20,Spilogona tundrae,Pollinator,3,31,76,1,0.2632,0.0968,0.194
M_PL_010,M,PlantPollinator,196,Cassiope tetragona,Plant,16,Zaphne frontata,Pollinator,5,31,76,1,0.2105,0.1613,0.194
M_PL_014,M,PlantPollinator,197,Cassiope tetragona,Plant,4,Corynoneura scutellata,Pollinator,4,29,81,1,0.0494,0.1379,0.076
M_PL_014,M,PlantPollinator,198,Cassiope tetragona,Plant,4,Protophormia terraenovae,Pollinator,3,29,81,1,0.0494,0.1034,0.076
M_PL_015,M,PlantPollinator,199,Chamomilla recutita,Plant,63,Polyommatus icarus,Pollinator,11,131,666,1,0.0946,0.084,0.034
M_PL_015,M,PlantPollinator,200,Chamomilla recutita,Plant,63,Sphaerophoria scripta,Pollinator,10,131,666,1,0.0946,0.0763,0.034
M_PL_016,M,PlantPollinator,201,Calluna vulgaris,Plant,23,Cerceris arenaria,Pollinator,2,26,179,1,0.1285,0.0769,0.089
M_PL_016,M,PlantPollinator,202,Calluna vulgaris,Plant,23,Episyrphus balteatus,Pollinator,3,26,179,1,0.1285,0.1154,0.089
M_PL_016,M,PlantPollinator,203,Calluna vulgaris,Plant,23,Eristalis tenax,Pollinator,10,26,179,1,0.1285,0.3846,0.089
M_PL_016,M,PlantPollinator,204,Calluna vulgaris,Plant,23,Lasioglossum punctatissimum,Pollinator,7,26,179,1,0.1285,0.2692,0.089
M_PL_016,M,PlantPollinator,205,Calluna vulgaris,Plant,23,Mellinus arvensis,Pollinator,1,26,179,1,0.1285,0.0385,0.089
M_PL_016,M,PlantPollinator,206,Calluna vulgaris,Plant,23,Sphaerophoria scripta,Pollinator,5,26,179,1,0.1285,0.1923,0.089
M_PL_017,M,PlantPollinator,177,Centaurea nigra,Plant,20,Apis mellifera,Pollinator,1,25,79,1,0.2532,0.04,0.151
M_PL_017,M,PlantPollinator,179,Centaurea nigra,Plant,20,Bombus lapidarius,Pollinator,4,25,79,1,0.2532,0.16,0.151
M_PL_017,M,PlantPollinator,180,Centaurea nigra,Plant,20,Bombus pascuorum,Pollinator,5,25,79,1,0.2532,0.2,0.151
M_PL_017,M,PlantPollinator,184,Centaurea nigra,Plant,20,Episyrphus balteatus,Pollinator,14,25,79,1,0.2532,0.56,0.151
M_PL_017,M,PlantPollinator,185,Centaurea nigra,Plant,20,Eristalis tenax,Pollinator,7,25,79,1,0.2532,0.28,0.151
M_PL_017,M,PlantPollinator,207,Centaurea nigra,Plant,20,Polyommatus icarus,Pollinator,3,25,79,1,0.2532,0.12,0.151
M_PL_018,M,PlantPollinator,208,Chamomilla recutita,Plant,4,Adscita statices,Pollinator,8,39,105,1,0.0381,0.2051,0.094
M_PL_018,M,PlantPollinator,209,Chaerophyllum temulentum,Plant,20,Anaspis flava,Pollinator,4,39,105,1,0.1905,0.1026,0.094
M_PL_018,M,PlantPollinator,210,Chaerophyllum temulentum,Plant,20,Anaspis rufilabris,Pollinator,2,39,105,1,0.1905,0.0513,0.094
M_PL_018,M,PlantPollinator,211,Calystegia sepium,Plant,5,Bombus lapidarius,Pollinator,8,39,105,1,0.0476,0.2051,0.094
M_PL_018,M,PlantPollinator,212,Calystegia sepium,Plant,5,Bombus pascuorum,Pollinator,15,39,105,1,0.0476,0.3846,0.094
M_PL_018,M,PlantPollinator,213,Chaerophyllum temulentum,Plant,20,Cheilosia velutina,Pollinator,1,39,105,1,0.1905,0.0256,0.094
M_PL_018,M,PlantPollinator,214,Chaerophyllum temulentum,Plant,20,Chrysogaster cemiteriorum,Pollinator,1,39,105,1,0.1905,0.0256,0.094
M_PL_018,M,PlantPollinator,215,Chaerophyllum temulentum,Plant,20,Chrysogaster solstitialis,Pollinator,2,39,105,1,0.1905,0.0513,0.094
M_PL_018,M,PlantPollinator,216,Chaerophyllum temulentum,Plant,20,Crambus pratella,Pollinator,9,39,105,1,0.1905,0.2308,0.094
M_PL_018,M,PlantPollinator,217,Chaerophyllum temulentum,Plant,20,Dasytes plumbeus,Pollinator,3,39,105,1,0.1905,0.0769,0.094
M_PL_018,M,PlantPollinator,218,Chaerophyllum temulentum,Plant,20,Episyrphus balteatus,Pollinator,10,39,105,1,0.1905,0.2564,0.094
M_PL_018,M,PlantPollinator,219,Chamomilla recutita,Plant,4,Eumerus tuberculatus,Pollinator,7,39,105,1,0.0381,0.1795,0.094
M_PL_018,M,PlantPollinator,220,Calystegia sepium,Plant,5,Leptura rubra,Pollinator,8,39,105,1,0.0476,0.2051,0.094
M_PL_018,M,PlantPollinator,221,Chaerophyllum temulentum,Plant,20,Leptura rubra,Pollinator,8,39,105,1,0.1905,0.2051,0.094
M_PL_018,M,PlantPollinator,222,Calystegia sepium,Plant,5,Melanostoma scalare,Pollinator,3,39,105,1,0.0476,0.0769,0.094
M_PL_018,M,PlantPollinator,223,Chaerophyllum temulentum,Plant,20,Nemophora degeerella,Pollinator,5,39,105,1,0.1905,0.1282,0.094
M_PL_018,M,PlantPollinator,224,Chamomilla recutita,Plant,4,Olibrus aeneus,Pollinator,10,39,105,1,0.0381,0.2564,0.094
M_PL_020,M,PlantPollinator,225,Cerastium alpinum,Plant,1,Spilogona dorsata,Pollinator,2,20,91,1,0.011,0.1,0.104
M_PL_021,M,PlantPollinator,226,Cardiandra alternifolia,Plant,12,Agelastica coerulea,Pollinator,3,91,677,1,0.0177,0.033,0.019
M_PL_021,M,PlantPollinator,227,Castanea crenata,Plant,25,Apis cerana,Pollinator,11,91,677,1,0.0369,0.1209,0.019
M_PL_021,M,PlantPollinator,228,Castanea crenata,Plant,25,Apis mellifera,Pollinator,5,91,677,1,0.0369,0.0549,0.019
M_PL_021,M,PlantPollinator,229,Cardiandra alternifolia,Plant,12,Bombus ardens,Pollinator,8,91,677,1,0.0177,0.0879,0.019
M_PL_021,M,PlantPollinator,230,Cardiandra alternifolia,Plant,12,Bombus honshuensis,Pollinator,25,91,677,1,0.0177,0.2747,0.019
M_PL_021,M,PlantPollinator,231,Castanea crenata,Plant,25,Ectinohoplia obducta,Pollinator,2,91,677,1,0.0369,0.022,0.019
M_PL_021,M,PlantPollinator,232,Cardiandra alternifolia,Plant,12,Episyrphus balteatus,Pollinator,6,91,677,1,0.0177,0.0659,0.019
M_PL_021,M,PlantPollinator,233,Castanea crenata,Plant,25,Eristalis cerealis,Pollinator,21,91,677,1,0.0369,0.2308,0.019
M_PL_021,M,PlantPollinator,234,Castanea crenata,Plant,25,Formica japonica,Pollinator,4,91,677,1,0.0369,0.044,0.019
M_PL_021,M,PlantPollinator,235,Cardiandra alternifolia,Plant,12,Imatisma abdominalis,Pollinator,1,91,677,1,0.0177,0.011,0.019
M_PL_021,M,PlantPollinator,236,Cardiandra alternifolia,Plant,12,Lasioglossum transpositum,Pollinator,11,91,677,1,0.0177,0.1209,0.019
M_PL_021,M,PlantPollinator,237,Cardiandra alternifolia,Plant,12,Leptura ochraceofasciata,Pollinator,2,91,677,1,0.0177,0.022,0.019
M_PL_021,M,PlantPollinator,238,Castanea crenata,Plant,25,Melanostoma scalare,Pollinator,8,91,677,1,0.0369,0.0879,0.019
M_PL_021,M,PlantPollinator,239,Castanea crenata,Plant,25,Oxycetonia jucunda,Pollinator,1,91,677,1,0.0369,0.011,0.019
M_PL_021,M,PlantPollinator,240,Castanea crenata,Plant,25,Popillia japonica,Pollinator,3,91,677,1,0.0369,0.033,0.019
M_PL_021,M,PlantPollinator,241,Cardiandra alternifolia,Plant,12,Rhopalum latronum,Pollinator,8,91,677,1,0.0177,0.0879,0.019
M_PL_021,M,PlantPollinator,242,Castanea crenata,Plant,25,Sphaerophoria macrogaster,Pollinator,2,91,677,1,0.0369,0.022,0.019
M_PL_024,M,PlantPollinator,243,Cerastium alpinum,Plant,2,Spilogona sanctipauli,Pollinator,6,11,18,1,0.1111,0.5455,0.192
M_PL_028,M,PlantPollinator,244,Celmisia spectabilis,Plant,14,Adoxia obscura,Pollinator,1,41,139,1,0.1007,0.0244,0.066
M_PL_028,M,PlantPollinator,245,Celmisia spectabilis,Plant,14,Avibrissina brevivalpis,Pollinator,3,41,139,1,0.1007,0.0732,0.066
M_PL_028,M,PlantPollinator,246,Celmisia spectabilis,Plant,14,Avibrissina isolata,Pollinator,3,41,139,1,0.1007,0.0732,0.066
M_PL_028,M,PlantPollinator,247,Celmisia spectabilis,Plant,14,Calliphora stygia,Pollinator,1,41,139,1,0.1007,0.0244,0.066
M_PL_028,M,PlantPollinator,248,Celmisia spectabilis,Plant,14,Chelaner antarcticus,Pollinator,2,41,139,1,0.1007,0.0488,0.066
M_PL_028,M,PlantPollinator,249,Celmisia spectabilis,Plant,14,Dasytes subcyaneus,Pollinator,2,41,139,1,0.1007,0.0488,0.066
M_PL_028,M,PlantPollinator,250,Celmisia gracilenta,Plant,8,Lasioglossum sordidum,Pollinator,10,41,139,1,0.0576,0.2439,0.066
M_PL_028,M,PlantPollinator,251,Celmisia spectabilis,Plant,14,Leioproctus fulvescens,Pollinator,4,41,139,1,0.1007,0.0976,0.066
M_PL_028,M,PlantPollinator,252,Celmisia gracilenta,Plant,8,Lycaena boldenarium,Pollinator,8,41,139,1,0.0576,0.1951,0.066
M_PL_028,M,PlantPollinator,253,Celmisia spectabilis,Plant,14,Melangyna novaezelandiae,Pollinator,14,41,139,1,0.1007,0.3415,0.066
M_PL_029,M,PlantPollinator,244,Celmisia spectabilis,Plant,14,Adoxia obscura,Pollinator,6,49,118,1,0.1186,0.1224,0.06
M_PL_029,M,PlantPollinator,245,Celmisia spectabilis,Plant,14,Avibrissina brevivalpis,Pollinator,6,49,118,1,0.1186,0.1224,0.06
M_PL_029,M,PlantPollinator,246,Celmisia spectabilis,Plant,14,Avibrissina isolata,Pollinator,11,49,118,1,0.1186,0.2245,0.06
M_PL_029,M,PlantPollinator,247,Celmisia spectabilis,Plant,14,Calliphora stygia,Pollinator,2,49,118,1,0.1186,0.0408,0.06
M_PL_029,M,PlantPollinator,248,Celmisia spectabilis,Plant,14,Chelaner antarcticus,Pollinator,1,49,118,1,0.1186,0.0204,0.06
M_PL_029,M,PlantPollinator,249,Celmisia spectabilis,Plant,14,Dasytes subcyaneus,Pollinator,1,49,118,1,0.1186,0.0204,0.06
M_PL_029,M,PlantPollinator,250,Celmisia gracilenta,Plant,8,Lasioglossum sordidum,Pollinator,3,49,118,1,0.0678,0.0612,0.06
M_PL_029,M,PlantPollinator,251,Celmisia spectabilis,Plant,14,Leioproctus fulvescens,Pollinator,9,49,118,1,0.1186,0.1837,0.06
M_PL_029,M,PlantPollinator,252,Celmisia gracilenta,Plant,8,Lycaena boldenarium,Pollinator,5,49,118,1,0.0678,0.102,0.06
M_PL_029,M,PlantPollinator,253,Celmisia spectabilis,Plant,14,Melangyna novaezelandiae,Pollinator,17,49,118,1,0.1186,0.3469,0.06
M_PL_037,M,PlantPollinator,211,Calystegia sepium,Plant,5,Bombus lapidarius,Pollinator,4,10,40,1,0.125,0.4,0.18
M_PL_037,M,PlantPollinator,212,Calystegia sepium,Plant,5,Bombus pascuorum,Pollinator,4,10,40,1,0.125,0.4,0.18
M_PL_037,M,PlantPollinator,220,Calystegia sepium,Plant,5,Leptura rubra,Pollinator,1,10,40,1,0.125,0.1,0.18
M_PL_037,M,PlantPollinator,222,Calystegia sepium,Plant,5,Melanostoma scalare,Pollinator,1,10,40,1,0.125,0.1,0.18
M_PL_038,M,PlantPollinator,209,Chaerophyllum temulentum,Plant,15,Anaspis flava,Pollinator,4,8,42,1,0.3571,0.5,0.235
M_PL_038,M,PlantPollinator,210,Chaerophyllum temulentum,Plant,15,Anaspis rufilabris,Pollinator,2,8,42,1,0.3571,0.25,0.235
M_PL_038,M,PlantPollinator,215,Chaerophyllum temulentum,Plant,15,Chrysogaster solstitialis,Pollinator,2,8,42,1,0.3571,0.25,0.235
M_PL_038,M,PlantPollinator,216,Chaerophyllum temulentum,Plant,15,Crambus pratella,Pollinator,3,8,42,1,0.3571,0.375,0.235
M_PL_038,M,PlantPollinator,217,Chaerophyllum temulentum,Plant,15,Dasytes plumbeus,Pollinator,3,8,42,1,0.3571,0.375,0.235
M_PL_038,M,PlantPollinator,221,Chaerophyllum temulentum,Plant,15,Leptura rubra,Pollinator,2,8,42,1,0.3571,0.25,0.235
M_PL_038,M,PlantPollinator,223,Chaerophyllum temulentum,Plant,15,Nemophora degeerella,Pollinator,2,8,42,1,0.3571,0.25,0.235
M_PL_043,M,PlantPollinator,208,Chamomilla recutita,Plant,4,Adscita statices,Pollinator,6,28,82,1,0.0488,0.2143,0.109
M_PL_043,M,PlantPollinator,213,Chaerophyllum temulentum,Plant,9,Cheilosia velutina,Pollinator,1,28,82,1,0.1098,0.0357,0.109
M_PL_043,M,PlantPollinator,214,Chaerophyllum temulentum,Plant,9,Chrysogaster cemiteriorum,Pollinator,1,28,82,1,0.1098,0.0357,0.109
M_PL_043,M,PlantPollinator,218,Chaerophyllum temulentum,Plant,9,Episyrphus balteatus,Pollinator,6,28,82,1,0.1098,0.2143,0.109
M_PL_043,M,PlantPollinator,219,Chamomilla recutita,Plant,4,Eumerus tuberculatus,Pollinator,4,28,82,1,0.0488,0.1429,0.109
M_PL_043,M,PlantPollinator,224,Chamomilla recutita,Plant,4,Olibrus aeneus,Pollinator,7,28,82,1,0.0488,0.25,0.109
M_PL_047,M,PlantPollinator,201,Calluna vulgaris,Plant,70,Cerceris arenaria,Pollinator,3,19,186,1,0.3763,0.1579,0.12
M_PL_047,M,PlantPollinator,202,Calluna vulgaris,Plant,70,Episyrphus balteatus,Pollinator,11,19,186,1,0.3763,0.5789,0.12
M_PL_047,M,PlantPollinator,203,Calluna vulgaris,Plant,70,Eristalis tenax,Pollinator,5,19,186,1,0.3763,0.2632,0.12
M_PL_057,M,PlantPollinator,49,Aster glehni,Plant,18,Carpophilus chalybeus,Pollinator,4,114,883,1,0.0204,0.0351,0.019
M_PL_057,M,PlantPollinator,110,Aster ageratoides,Plant,5,Eristalis cerealis,Pollinator,16,114,883,1,0.0057,0.1404,0.019
M_PL_057,M,PlantPollinator,58,Astilbe thunbergii,Plant,26,Eristalis cerealis,Pollinator,16,114,883,1,0.0294,0.1404,0.019
M_PL_057,M,PlantPollinator,120,Aster ageratoides amplexifolius,Plant,18,Helophilus virgatus,Pollinator,10,114,883,1,0.0204,0.0877,0.019
M_PL_057,M,PlantPollinator,65,Aster glehni,Plant,18,Helophilus virgatus,Pollinator,10,114,883,1,0.0204,0.0877,0.019
M_PL_057,M,PlantPollinator,122,Angelica pubescens,Plant,119,Lasioglossum apristum,Pollinator,37,114,883,1,0.1348,0.3246,0.019
M_PL_057,M,PlantPollinator,70,Astilbe thunbergii,Plant,26,Lasioglossum apristum,Pollinator,37,114,883,1,0.0294,0.3246,0.019
M_PL_057,M,PlantPollinator,71,Astilbe thunbergii,Plant,26,Lasioglossum occidens,Pollinator,18,114,883,1,0.0294,0.1579,0.019
M_PL_057,M,PlantPollinator,74,Angelica pubescens,Plant,119,Megaspis zonata,Pollinator,12,114,883,1,0.1348,0.1053,0.019
M_PL_057,M,PlantPollinator,76,Angelica pubescens,Plant,119,Melanostoma scalare,Pollinator,26,114,883,1,0.1348,0.2281,0.019
M_PL_057,M,PlantPollinator,79,Astilbe thunbergii,Plant,26,Onomaus lautus,Pollinator,11,114,883,1,0.0294,0.0965,0.019
M_PL_057,M,PlantPollinator,81,Angelica pubescens,Plant,119,Pipiza inornata,Pollinator,2,114,883,1,0.1348,0.0175,0.019
M_PL_057,M,PlantPollinator,83,Angelica pubescens,Plant,119,Rhopalum latronum,Pollinator,19,114,883,1,0.1348,0.1667,0.019
M_PL_057,M,PlantPollinator,84,Astilbe thunbergii,Plant,26,Rhopalum latronum,Pollinator,19,114,883,1,0.0294,0.1667,0.019
M_PL_057,M,PlantPollinator,88,Angelica pubescens,Plant,119,Vespa xanthoptera,Pollinator,10,114,883,1,0.1348,0.0877,0.019
M_PL_047,M,PlantPollinator,205,Calluna vulgaris,Plant,70,Mellinus arvensis,Pollinator,2,19,186,1,0.3763,0.1053,0.12
M_PL_047,M,PlantPollinator,206,Calluna vulgaris,Plant,70,Sphaerophoria scripta,Pollinator,2,19,186,1,0.3763,0.1053,0.12
M_PL_048,M,PlantPollinator,94,Calluna vulgaris,Plant,73,Autographa bractea,Pollinator,1,30,236,1,0.3093,0.0333,0.095
M_PL_048,M,PlantPollinator,202,Calluna vulgaris,Plant,73,Episyrphus balteatus,Pollinator,13,30,236,1,0.3093,0.4333,0.095
M_PL_048,M,PlantPollinator,203,Calluna vulgaris,Plant,73,Eristalis tenax,Pollinator,5,30,236,1,0.3093,0.1667,0.095
M_PL_048,M,PlantPollinator,205,Calluna vulgaris,Plant,73,Mellinus arvensis,Pollinator,2,30,236,1,0.3093,0.0667,0.095
M_PL_053,M,PlantPollinator,233,Castanea crenata,Plant,5,Eristalis cerealis,Pollinator,6,99,294,1,0.017,0.0606,0.02
M_PL_001,M,PlantPollinator,11,Anarthrophyllum cumingii,Plant,4,Alloscirtetica rufitarsis,Pollinator,3,84,101,0,0.0396,0.0357,0.043
M_PL_001,M,PlantPollinator,12,Calceolaria biflora,Plant,1,Centris nigerrima,Pollinator,4,84,101,0,0.0099,0.0476,0.043
M_PL_001,M,PlantPollinator,13,Berberis empetrifolia,Plant,6,Lyophlaeba lugubris,Pollinator,3,84,101,0,0.0594,0.0357,0.043
M_PL_002,M,PlantPollinator,4,Anarthrophyllum cumingii,Plant,5,Etcheverrius chilensis,Pollinator,4,43,64,0,0.0781,0.093,0.071
M_PL_002,M,PlantPollinator,10,Anarthrophyllum cumingii,Plant,5,Yramea lathonoides,Pollinator,1,43,64,0,0.0781,0.0233,0.071
M_PL_003,M,PlantPollinator,5,Calandrinia affinis,Plant,1,Habromyia lipoflava,Pollinator,2,36,25,0,0.04,0.0556,0.09
M_PL_003,M,PlantPollinator,7,Calandrinia affinis,Plant,1,Phulia nymphula,Pollinator,7,36,25,0,0.04,0.1944,0.09
M_PL_006,M,PlantPollinator,178,Centaurea nigra,Plant,3,Bombus hortorum,Pollinator,5,17,61,0,0.0492,0.2941,0.141
M_PL_006,M,PlantPollinator,179,Centaurea nigra,Plant,3,Bombus lapidarius,Pollinator,1,17,61,0,0.0492,0.0588,0.141
M_PL_006,M,PlantPollinator,180,Centaurea nigra,Plant,3,Bombus pascuorum,Pollinator,10,17,61,0,0.0492,0.5882,0.141
M_PL_006,M,PlantPollinator,181,Centaurea nigra,Plant,3,Bombus pratorum,Pollinator,3,17,61,0,0.0492,0.1765,0.141
M_PL_006,M,PlantPollinator,182,Centaurea nigra,Plant,3,Bombus terrestris/lucorum,Pollinator,10,17,61,0,0.0492,0.5882,0.141
