Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0.3,0.45,-1.21,0.56,2802
0.12,0.48,-0.78,1.06,2803
0.1,0.48,-0.85,1.05,2804
-0.25,0.48,-1.2,0.67,2805
0.19,0.47,-0.75,1.12,2806
0.06,0.46,-0.87,0.97,2807
-0.03,0.49,-1.04,0.95,2808
0.02,0.47,-0.9,0.96,2809
-0.13,0.47,-1.06,0.79,2810
-0.37,0.45,-1.26,0.5,2811
-0.09,0.45,-0.96,0.77,2812
0.07,0.48,-0.88,1.02,2813
0.05,0.46,-0.85,0.97,2814
-0.41,0.44,-1.27,0.44,2815
0.16,0.41,-0.64,0.96,2816
0.06,0.44,-0.77,0.92,2817
0.02,0.44,-0.85,0.89,2818
-0.01,0.46,-0.93,0.89,2819
-0.21,0.46,-1.14,0.67,2820
0.09,0.46,-0.82,0.97,2821
-0.22,0.46,-1.14,0.71,2822
0.23,0.46,-0.67,1.16,2823
0.2,0.46,-0.69,1.12,2824
0,0.47,-0.91,0.93,2825
-0.19,0.45,-1.08,0.68,2826
-0.25,0.47,-1.17,0.68,2827
-0,0.48,-0.96,0.93,2828
0.04,0.46,-0.88,0.95,2829
0.5,0.46,-0.4,1.42,2830
-0.09,0.47,-1.02,0.85,2831
-0.17,0.47,-1.09,0.74,2832
0.11,0.46,-0.79,1.05,2833
0.16,0.45,-0.71,1.04,2834
0.14,0.45,-0.72,1.02,2835
0.08,0.45,-0.76,0.93,2836
-0.31,0.44,-1.18,0.55,2837
0.12,0.48,-0.82,1.09,2838
0.1,0.48,-0.88,1.06,2839
-0.19,0.46,-1.1,0.71,2840
-0.15,0.47,-1.08,0.74,2841
-0.19,0.45,-1.07,0.68,2842
-0.03,0.47,-0.92,0.9,2843
-0.03,0.46,-0.93,0.88,2844
0.05,0.49,-0.89,1.01,2845
0.03,0.48,-0.88,0.97,2846
0,0.46,-0.92,0.86,2847
0.11,0.48,-0.84,1.06,2848
-0.02,0.48,-0.96,0.92,2849
0.02,0.47,-0.91,0.95,2850
-0.03,0.47,-0.95,0.9,2851
-0.14,0.49,-1.15,0.82,2852
-0.25,0.47,-1.19,0.65,2853
0.05,0.49,-0.91,1,2854
-0.05,0.47,-0.97,0.87,2855
-0.27,0.45,-1.14,0.59,2856
-0.04,0.46,-0.93,0.87,2857
-0.07,0.46,-0.98,0.86,2858
-0.16,0.47,-1.06,0.75,2859
0.03,0.47,-0.9,0.99,2860
-0.04,0.48,-0.96,0.92,2861
0.06,0.44,-0.8,0.92,2862
-0.02,0.45,-0.94,0.86,2863
0.17,0.47,-0.73,1.1,2864
-0.31,0.44,-1.19,0.53,2865
-0.25,0.45,-1.13,0.64,2866
-0.21,0.46,-1.11,0.69,2867
-0.1,0.47,-1.05,0.82,2868
-0.12,0.46,-1,0.8,2869
-0.13,0.46,-1.05,0.75,2870
-0.1,0.45,-1.02,0.78,2871
-0.02,0.48,-0.97,0.9,2872
-0.16,0.47,-1.11,0.78,2873
-0.07,0.48,-1.02,0.87,2874
-0.1,0.47,-1.04,0.82,2875
-0.07,0.47,-1.01,0.87,2876
0.16,0.48,-0.74,1.13,2877
0.02,0.48,-0.92,0.97,2878
-0.02,0.47,-0.97,0.89,2879
-0.01,0.48,-0.93,0.93,2880
-0.11,0.48,-1.08,0.82,2881
0.06,0.47,-0.87,1,2882
-0.17,0.45,-1.06,0.68,2883
0.07,0.46,-0.85,0.97,2884
-0.06,0.47,-0.97,0.88,2885
-0.02,0.48,-0.97,0.94,2886
0.14,0.49,-0.83,1.13,2887
0.41,0.4,-0.35,1.23,2888
0.18,0.42,-0.62,1.01,2889
-0.18,0.45,-1.09,0.7,2890
0.52,0.44,-0.34,1.4,2891
0.12,0.48,-0.8,1.03,2892
0.01,0.42,-0.82,0.84,2893
0.05,0.42,-0.76,0.86,2894
0.18,0.4,-0.62,0.98,2895
0.3,0.44,-0.53,1.16,2896
-0.19,0.45,-1.08,0.71,2897
-0.21,0.45,-1.09,0.64,2898
0.22,0.47,-0.7,1.13,2899
0.18,0.43,-0.65,1.03,2900
-0.08,0.43,-0.96,0.75,2901
-0.02,0.45,-0.91,0.84,2902
-0.02,0.47,-0.93,0.89,2903
0.38,0.46,-0.48,1.31,2904
-0.01,0.42,-0.85,0.79,2905
-0.36,0.44,-1.25,0.5,2906
0.02,0.45,-0.86,0.89,2907
-0.04,0.46,-0.97,0.87,2908
0.2,0.46,-0.68,1.12,2909
-0.06,0.46,-0.94,0.84,2910
-0.21,0.47,-1.16,0.73,2911
0.45,0.46,-0.42,1.36,2912
0.37,0.42,-0.45,1.2,2913
-0.02,0.44,-0.9,0.83,2914
0.84,0.45,-0.01,1.77,2915
-0.04,0.46,-0.96,0.85,2916
0.05,0.45,-0.84,0.94,2917
0.3,0.47,-0.64,1.24,2918
-0.6,0.42,-1.44,0.21,2919
0.46,0.45,-0.39,1.37,2920
0.17,0.45,-0.71,1.06,2921
0.22,0.45,-0.66,1.12,2922
0.17,0.45,-0.74,1.07,2923
0.15,0.48,-0.78,1.11,2924
0.08,0.45,-0.78,0.93,2925
0.16,0.48,-0.76,1.12,2926
0.03,0.46,-0.91,0.94,2927
-0.03,0.48,-0.99,0.92,2928
-0,0.47,-0.93,0.91,2929
-0.11,0.45,-1.05,0.77,2930
-0.06,0.41,-0.84,0.76,2931
-0.11,0.45,-1.02,0.77,2932
-0.13,0.43,-0.99,0.73,2933
-0.12,0.44,-0.99,0.75,2934
-0.06,0.45,-0.92,0.83,2935
0.07,0.44,-0.8,0.97,2936
-0.28,0.45,-1.17,0.6,2937
-0.51,0.42,-1.36,0.28,2938
-0.03,0.42,-0.86,0.8,2939
0.08,0.48,-0.88,1.03,2940
-0.03,0.42,-0.88,0.79,2941
-0.02,0.44,-0.89,0.84,2942
0.04,0.46,-0.85,0.98,2943
0,0.45,-0.89,0.87,2944
-0.48,0.45,-1.41,0.38,2945
0.01,0.48,-0.93,0.95,2946
0.03,0.49,-0.93,1,2947
0.13,0.47,-0.76,1.03,2948
-0.07,0.46,-0.99,0.85,2949
-0.05,0.44,-0.92,0.8,2950
0.1,0.47,-0.84,1.01,2951
0.02,0.48,-0.93,0.97,2952
-0.31,0.45,-1.23,0.56,2953
0.04,0.48,-0.92,0.99,2954
-0.04,0.48,-1.01,0.93,2955
0.11,0.48,-0.82,1.07,2956
0.03,0.48,-0.92,0.98,2957
-0.11,0.47,-1.05,0.83,2958
-0.09,0.46,-0.99,0.82,2959
-0.1,0.48,-1.04,0.84,2960
-0.06,0.46,-0.99,0.85,2961
-0.06,0.48,-0.99,0.87,2962
-0.28,0.45,-1.18,0.59,2963
-0.06,0.46,-0.98,0.85,2964
-0.04,0.49,-1.01,0.9,2965
-0.08,0.46,-1,0.83,2966
0.56,0.43,-0.26,1.45,2967
0.22,0.44,-0.64,1.09,2968
0.2,0.47,-0.69,1.13,2969
0.16,0.42,-0.65,1.03,2970
-0.06,0.43,-0.91,0.78,2971
0.08,0.44,-0.79,0.92,2972
-0.04,0.45,-0.94,0.84,2973
-0,0.47,-0.93,0.91,2974
0.1,0.41,-0.71,0.92,2975
0.16,0.45,-0.7,1.07,2976
0.33,0.43,-0.51,1.16,2977
-0.16,0.45,-1.05,0.76,2978
-0.15,0.43,-0.99,0.68,2979
0.05,0.47,-0.88,0.98,2980
0.2,0.4,-0.6,1.01,2981
0.12,0.47,-0.8,1.04,2982
0.06,0.45,-0.8,0.94,2983
0.07,0.46,-0.85,0.97,2984
0.06,0.47,-0.86,1,2985
-0.04,0.44,-0.91,0.83,2986
-0.07,0.44,-0.96,0.78,2987
-0.14,0.47,-1.1,0.78,2988
-0.61,0.47,-1.54,0.28,2989
-0.46,0.48,-1.42,0.46,2990
-0.48,0.49,-1.48,0.44,2991
-0.17,0.48,-1.1,0.75,2992
0.07,0.45,-0.82,0.97,2993
-0.05,0.45,-0.96,0.84,2994
0.04,0.47,-0.88,0.95,2995
-0.19,0.47,-1.12,0.72,2996
0.13,0.48,-0.82,1.08,2997
0.01,0.48,-0.91,0.98,2998
-0.04,0.48,-1.01,0.9,2999
-0.09,0.47,-1.01,0.82,3000
-0.03,0.47,-0.96,0.94,3001
-0.13,0.44,-0.99,0.74,3002
0.03,0.49,-0.9,0.98,3003
-0.32,0.45,-1.24,0.56,3004
0.22,0.46,-0.69,1.12,3005
-0.34,0.47,-1.28,0.59,3006
0.33,0.45,-0.53,1.19,3007
0.12,0.41,-0.67,0.9,3008
-0.11,0.48,-1.07,0.81,3009
0.12,0.46,-0.76,1,3010
0.07,0.48,-0.88,1.02,3011
-0.65,0.43,-1.51,0.19,3012
0.01,0.44,-0.88,0.88,3013
-0.11,0.46,-1,0.8,3014
-0.02,0.44,-0.92,0.86,3015
-0.15,0.45,-1.04,0.72,3016
-0.04,0.46,-0.98,0.87,3017
0.07,0.48,-0.86,1,3018
-0.34,0.41,-1.15,0.45,3019
0.07,0.47,-0.86,0.99,3020
0.24,0.47,-0.65,1.16,3021
0.11,0.47,-0.79,1.04,3022
0.07,0.48,-0.88,1.01,3023
-0.13,0.48,-1.05,0.79,3024
0.04,0.46,-0.84,0.94,3025
-0.39,0.44,-1.26,0.44,3026
-0.31,0.45,-1.24,0.55,3027
-0.22,0.45,-1.13,0.69,3028
0.05,0.48,-0.87,1.02,3029
-0.07,0.46,-0.96,0.87,3030
0.04,0.47,-0.89,0.96,3031
-0.07,0.48,-1.06,0.86,3032
0.01,0.48,-0.94,0.95,3033
-0.02,0.49,-1.02,0.95,3034
-0.09,0.47,-1.01,0.81,3035
-0.06,0.46,-1,0.83,3036
-0.11,0.48,-1.04,0.83,3037
-0.09,0.47,-1.01,0.84,3038
-0.01,0.49,-0.96,0.96,3039
-0.01,0.46,-0.91,0.89,3040
-0.04,0.47,-0.98,0.9,3041
-0.14,0.46,-1.04,0.77,3042
-0.02,0.48,-0.99,0.94,3043
0,0.47,-0.92,0.95,3044
-0,0.47,-0.92,0.9,3045
0.1,0.43,-0.75,0.96,3046
0.04,0.46,-0.87,0.94,3047
-0.13,0.44,-0.99,0.74,3048
0.13,0.46,-0.78,1.05,3049
0.41,0.44,-0.45,1.31,3050
0.2,0.48,-0.73,1.14,3051
-0.03,0.43,-0.87,0.84,3052
-0.13,0.46,-1.03,0.79,3053
-0.21,0.45,-1.1,0.67,3054
0.03,0.45,-0.83,0.89,3055
-0.25,0.45,-1.17,0.61,3056
0.02,0.5,-0.94,1,3057
0.13,0.48,-0.84,1.1,3058
0.22,0.44,-0.64,1.1,3059
0.36,0.46,-0.55,1.3,3060
0.02,0.48,-0.89,0.94,3061
0.02,0.48,-0.92,0.97,3062
0.07,0.48,-0.87,1.03,3063
-0.29,0.46,-1.18,0.58,3064
0.14,0.46,-0.77,1.04,3065
-0.19,0.44,-1.08,0.66,3066
-0.03,0.47,-0.98,0.89,3067
0.07,0.44,-0.8,0.92,3068
0.22,0.45,-0.67,1.13,3069
-0.21,0.42,-1.03,0.61,3070
0.02,0.45,-0.9,0.93,3071
-0.26,0.41,-1.09,0.52,3072
0.04,0.44,-0.82,0.89,3073
-0.06,0.48,-0.98,0.86,3074
-0.05,0.47,-0.97,0.86,3075
0.18,0.47,-0.72,1.09,3076
-0.02,0.49,-0.99,0.94,3077
-0.13,0.49,-1.1,0.8,3078
-0.19,0.48,-1.14,0.74,3079
-0.27,0.47,-1.2,0.63,3080
0.14,0.48,-0.77,1.08,3081
-0.18,0.46,-1.07,0.72,3082
0.05,0.46,-0.83,0.97,3083
0.01,0.45,-0.89,0.9,3084
-0.01,0.47,-0.94,0.93,3085
0.11,0.45,-0.75,0.99,3086
0.03,0.46,-0.86,0.95,3087
0.01,0.48,-0.94,0.96,3088
-0.09,0.48,-1.01,0.84,3089
-0.13,0.46,-1.05,0.76,3090
-0.46,0.48,-1.42,0.51,3091
-0.08,0.49,-1.07,0.91,3092
-0.11,0.47,-1.04,0.83,3093
-0.13,0.47,-1.08,0.78,3094
-0.01,0.47,-0.94,0.92,3095
0.01,0.47,-0.91,0.95,3096
-0.17,0.45,-1.08,0.7,3097
-0.01,0.47,-0.98,0.92,3098
0.01,0.46,-0.91,0.91,3099
-0.19,0.45,-1.07,0.68,3100
0.11,0.49,-0.86,1.07,3101
-0.11,0.44,-0.95,0.73,3102
0.01,0.49,-0.97,0.99,3103
-0.12,0.48,-1.09,0.81,3104
-0.15,0.43,-1.02,0.7,3105
0.12,0.46,-0.78,1.05,3106
0,0.47,-0.93,0.96,3107
0.01,0.47,-0.88,0.95,3108
0.01,0.43,-0.83,0.85,3109
-0.03,0.47,-0.97,0.9,3110
0.46,0.47,-0.45,1.42,3111
0.12,0.44,-0.73,1,3112
-0.02,0.48,-1.01,0.91,3113
-0.29,0.45,-1.18,0.57,3114
-0.06,0.48,-1,0.89,3115
0.18,0.48,-0.76,1.12,3116
0.17,0.45,-0.69,1.07,3117
-0.03,0.48,-0.97,0.92,3118
0.03,0.47,-0.89,0.98,3119
0.03,0.46,-0.88,0.91,3120
-0.1,0.48,-1.05,0.84,3121
-0.02,0.47,-0.97,0.9,3122
0.01,0.44,-0.82,0.88,3123
0.4,0.45,-0.46,1.3,3124
-0.03,0.43,-0.86,0.81,3125
-0.09,0.44,-0.99,0.76,3126
-0.29,0.47,-1.21,0.62,3127
-0.28,0.45,-1.16,0.58,3128
-0.13,0.48,-1.13,0.82,3129
-0.3,0.45,-1.19,0.57,3130
0.05,0.46,-0.84,0.98,3131
-0.16,0.46,-1.06,0.74,3132
0.16,0.47,-0.75,1.09,3133
0.1,0.48,-0.83,1.06,3134
0.08,0.46,-0.86,0.96,3135
-0.01,0.47,-0.95,0.9,3136
0.06,0.47,-0.87,1,3137
-0.07,0.47,-1.01,0.84,3138
-0.02,0.47,-0.98,0.89,3139
-0.03,0.47,-0.93,0.88,3140
0.05,0.51,-0.97,1.05,3141
-0.54,0.43,-1.41,0.29,3142
-0.11,0.46,-1.02,0.76,3143
0.4,0.48,-0.53,1.39,3144
-0.23,0.4,-1.04,0.53,3145
-0.19,0.45,-1.07,0.68,3146
-0.1,0.45,-1,0.79,3147
0.47,0.47,-0.4,1.38,3148
0.58,0.48,-0.33,1.54,3149
0.04,0.45,-0.85,0.95,3150
-0.02,0.46,-0.93,0.91,3151
-0.19,0.46,-1.13,0.69,3152
-0.28,0.44,-1.14,0.57,3153
-0.11,0.46,-1,0.78,3154
0.02,0.47,-0.9,0.94,3155
-0.12,0.46,-1.02,0.79,3156
0.01,0.45,-0.88,0.92,3157
0.42,0.45,-0.43,1.31,3158
0.19,0.46,-0.65,1.11,3159
0.21,0.43,-0.63,1.04,3160
-0.13,0.43,-0.98,0.69,3161
0.21,0.43,-0.65,1.08,3162
-0.32,0.44,-1.2,0.51,3163
0.34,0.44,-0.51,1.22,3164
-0.12,0.43,-0.97,0.69,3165
0.95,0.44,0.09,1.85,3166
0.87,0.44,0.04,1.75,3167
0.01,0.47,-0.94,0.95,3168
0.03,0.45,-0.87,0.95,3169
-0.15,0.45,-1.06,0.74,3170
0.2,0.46,-0.69,1.14,3171
0.12,0.45,-0.79,1.03,3172
0.04,0.45,-0.86,0.9,3173
0.35,0.44,-0.5,1.22,3174
0.06,0.47,-0.88,0.99,3175
0.05,0.47,-0.89,0.99,3176
0.05,0.47,-0.86,0.98,3177
0.07,0.45,-0.83,0.96,3178
0.05,0.47,-0.88,0.99,3179
-0.22,0.43,-1.09,0.61,3180
0.19,0.46,-0.73,1.12,3181
-0,0.48,-0.92,0.96,3182
-0.1,0.45,-1,0.75,3183
-0.1,0.45,-1.04,0.78,3184
0.3,0.44,-0.57,1.19,3185
0.04,0.46,-0.87,0.94,3186
-0.34,0.41,-1.15,0.43,3187
0.26,0.45,-0.64,1.15,3188
0.07,0.48,-0.86,1.02,3189
-0.24,0.47,-1.22,0.68,3190
-0.05,0.47,-0.94,0.91,3191
-0.05,0.43,-0.9,0.79,3192
-0.05,0.47,-0.97,0.86,3193
-0.01,0.44,-0.88,0.85,3194
0.57,0.45,-0.3,1.46,3195
-0.38,0.45,-1.32,0.49,3196
-0.17,0.45,-1.06,0.7,3197
0.01,0.46,-0.9,0.92,3198
0.1,0.45,-0.79,0.99,3199
-0.23,0.46,-1.14,0.64,3200
0.17,0.47,-0.73,1.07,3201
-0.38,0.45,-1.29,0.49,3202
0.31,0.44,-0.57,1.18,3203
0.03,0.48,-0.92,0.97,3204
-0.19,0.43,-1.06,0.63,3205
-0.19,0.43,-1.04,0.62,3206
0.24,0.47,-0.68,1.16,3207
-0.23,0.46,-1.12,0.67,3208
-0.38,0.47,-1.32,0.53,3209
-0.23,0.47,-1.22,0.71,3210
-0.19,0.45,-1.11,0.66,3211
-0.16,0.44,-1.03,0.69,3212
-0.06,0.44,-0.95,0.8,3213
-0.05,0.45,-0.94,0.83,3214
0.19,0.46,-0.72,1.1,3215
0.02,0.48,-0.93,0.96,3216
0.11,0.44,-0.76,0.98,3217
0.11,0.48,-0.82,1.05,3218
0.09,0.47,-0.84,1.01,3219
0.39,0.47,-0.53,1.32,3220
0.05,0.49,-0.91,1.02,3221
0.24,0.45,-0.63,1.13,3222
-0.01,0.46,-0.95,0.91,3223
0.38,0.46,-0.5,1.28,3224
-0.01,0.46,-0.92,0.92,3225
-0.04,0.47,-0.93,0.89,3226
0.02,0.45,-0.87,0.89,3227
0.05,0.47,-0.89,0.98,3228
-0.11,0.47,-1.05,0.82,3229
0.11,0.44,-0.75,0.98,3230
0.21,0.47,-0.7,1.15,3231
-0.16,0.45,-1.04,0.74,3232
-0.21,0.46,-1.12,0.7,3233
-0.15,0.44,-1.01,0.72,3234
-0.05,0.46,-0.96,0.83,3235
0.02,0.46,-0.89,0.92,3236
0.06,0.47,-0.86,0.98,3237
-0.1,0.44,-0.98,0.74,3238
-0.03,0.46,-0.93,0.89,3239
0.02,0.45,-0.87,0.92,3240
0.04,0.47,-0.88,0.98,3241
0.04,0.45,-0.86,0.92,3242
-0.11,0.46,-1,0.78,3243
-0.27,0.46,-1.19,0.64,3244
0.06,0.47,-0.88,0.99,3245
0,0.45,-0.89,0.87,3246
-0.01,0.45,-0.91,0.9,3247
-0.02,0.43,-0.88,0.81,3248
-0.1,0.45,-1.01,0.78,3249
0.32,0.48,-0.6,1.29,3250
-0.45,0.44,-1.33,0.39,3251
-0.01,0.46,-0.93,0.89,3252
-0.13,0.44,-0.99,0.75,3253
0.01,0.5,-0.99,0.98,3254
0.17,0.46,-0.71,1.1,3255
0.2,0.46,-0.7,1.13,3256
0.11,0.47,-0.8,1.04,3257
0.06,0.47,-0.84,0.98,3258
-0.04,0.47,-0.99,0.88,3259
0.19,0.46,-0.73,1.1,3260
0.07,0.46,-0.84,0.98,3261
0.32,0.47,-0.6,1.27,3262
-0.08,0.46,-0.95,0.8,3263
0.08,0.47,-0.79,1,3264
-0.08,0.47,-1,0.85,3265
-0.05,0.47,-0.95,0.86,3266
0,0.47,-0.93,0.92,3267
0.02,0.49,-0.96,0.96,3268
0.04,0.48,-0.91,0.99,3269
0.06,0.47,-0.84,0.97,3270
0.12,0.47,-0.83,1.06,3271
-0.06,0.47,-1.01,0.91,3272
0.19,0.47,-0.72,1.1,3273
0.16,0.48,-0.75,1.11,3274
0.59,0.44,-0.23,1.51,3275
0.49,0.46,-0.39,1.4,3276
0.49,0.46,-0.4,1.43,3277
0.46,0.47,-0.43,1.4,3278
0.48,0.47,-0.41,1.43,3279
-0.05,0.48,-0.98,0.89,3280
0.06,0.46,-0.87,0.97,3281
0.08,0.45,-0.8,0.95,3282
0.06,0.46,-0.85,0.96,3283
0.05,0.46,-0.86,0.95,3284
0.1,0.47,-0.79,1.03,3285
0.42,0.45,-0.45,1.29,3286
0.11,0.46,-0.78,1.04,3287
0.54,0.46,-0.33,1.44,3288
0.17,0.45,-0.7,1.07,3289
-0.28,0.46,-1.2,0.64,3290
-0.35,0.46,-1.25,0.52,3291
0.13,0.45,-0.79,1.04,3292
-0.04,0.48,-0.99,0.94,3293
-0.18,0.45,-1.08,0.69,3294
0.06,0.45,-0.8,0.95,3295
0.09,0.47,-0.81,1.02,3296
0.1,0.45,-0.81,0.97,3297
-0.1,0.47,-1.04,0.83,3298
-0.24,0.46,-1.15,0.62,3299
-0.12,0.47,-1.07,0.8,3300
-0.32,0.46,-1.22,0.58,3301
-0.08,0.46,-1,0.84,3302
-0.07,0.48,-1,0.87,3303
-0.16,0.45,-1.06,0.68,3304
-0.11,0.47,-1.06,0.81,3305
-0.13,0.46,-1.05,0.76,3306
-0.18,0.48,-1.14,0.75,3307
0.19,0.48,-0.74,1.13,3308
0.02,0.45,-0.85,0.93,3309
0.02,0.47,-0.92,0.96,3310
0.09,0.47,-0.82,1.04,3311
0.18,0.47,-0.7,1.1,3312
-0,0.46,-0.92,0.9,3313
0.03,0.48,-0.91,0.97,3314
0.07,0.49,-0.88,1.05,3315
-0.17,0.47,-1.12,0.74,3316
0.05,0.47,-0.85,0.98,3317
0.08,0.48,-0.86,1.03,3318
0.05,0.48,-0.9,1,3319
-0.07,0.47,-0.99,0.84,3320
-0.12,0.47,-1.05,0.78,3321
0.17,0.48,-0.77,1.11,3322
-0.02,0.47,-0.92,0.89,3323
-0.06,0.48,-0.98,0.86,3324
0.15,0.46,-0.74,1.07,3325
-0.09,0.46,-1.02,0.82,3326
0.15,0.46,-0.75,1.07,3327
-0.14,0.48,-1.09,0.79,3328
-0.11,0.48,-1.08,0.85,3329
-0.05,0.47,-1.02,0.86,3330
-0.05,0.46,-0.97,0.89,3331
0.06,0.45,-0.82,0.95,3332
-0.13,0.46,-1.06,0.78,3333
0.03,0.46,-0.88,0.95,3334
0.08,0.47,-0.88,1.04,3335
-0.05,0.46,-0.96,0.83,3336
-0.04,0.47,-0.96,0.89,3337
-0.02,0.44,-0.92,0.84,3338
0.32,0.46,-0.57,1.25,3339
-0.03,0.45,-0.94,0.82,3340
0.01,0.47,-0.91,0.96,3341
0.2,0.46,-0.69,1.11,3342
0.03,0.46,-0.89,0.96,3343
0.11,0.46,-0.81,1.02,3344
0.07,0.46,-0.84,0.96,3345
0.14,0.46,-0.73,1.06,3346
0.07,0.46,-0.86,0.96,3347
-0.01,0.47,-0.96,0.92,3348
-0.01,0.48,-0.99,0.97,3349
-0.03,0.47,-0.97,0.9,3350
0.08,0.45,-0.79,0.98,3351
0.12,0.47,-0.82,1.07,3352
0.04,0.47,-0.89,0.99,3353
0.02,0.46,-0.89,0.93,3354
-0.2,0.47,-1.11,0.71,3355
-0.41,0.44,-1.28,0.45,3356
0.08,0.47,-0.81,1.02,3357
-0.05,0.49,-0.99,0.91,3358
-0.07,0.47,-0.99,0.85,3359
-0.09,0.46,-1.01,0.83,3360
-0.06,0.46,-0.98,0.86,3361
-0.05,0.48,-1.01,0.91,3362
-0.05,0.47,-0.96,0.87,3363
-0.06,0.46,-0.96,0.82,3364
-0.29,0.46,-1.23,0.61,3365
-0.05,0.48,-1,0.89,3366
-0.11,0.47,-1.01,0.8,3367
-0.03,0.48,-0.99,0.93,3368
-0.06,0.47,-0.97,0.89,3369
-0.06,0.47,-1.01,0.88,3370
-0.03,0.46,-0.93,0.87,3371
0.05,0.46,-0.87,0.98,3372
-0.27,0.45,-1.19,0.62,3373
0.01,0.46,-0.92,0.91,3374
-0.11,0.5,-1.09,0.89,3375
-0.06,0.45,-0.93,0.83,3376
-0.03,0.47,-0.92,0.89,3377
0.07,0.46,-0.83,0.99,3378
-0.11,0.45,-0.98,0.76,3379
0,0.41,-0.79,0.8,3380
1.03,0.42,0.22,1.92,3381
-0.19,0.44,-1.08,0.66,3382
0.49,0.42,-0.33,1.33,3383
0.02,0.47,-0.91,0.92,3384
0.22,0.42,-0.61,1.02,3385
0.05,0.44,-0.81,0.94,3386
0.17,0.44,-0.69,1.04,3387
-0.02,0.41,-0.82,0.8,3388
-0.08,0.44,-0.97,0.79,3389
0.16,0.45,-0.72,1.03,3390
0.4,0.41,-0.39,1.21,3391
-0.04,0.48,-1.01,0.9,3392
-0.11,0.46,-1.01,0.79,3393
-0,0.42,-0.82,0.84,3394
-0.43,0.43,-1.3,0.41,3395
-0.06,0.46,-0.95,0.82,3396
0.01,0.44,-0.86,0.88,3397
0.02,0.48,-0.92,0.99,3398
0.28,0.46,-0.59,1.2,3399
0.06,0.46,-0.86,0.97,3400
0.09,0.45,-0.79,0.96,3401
-0.01,0.47,-0.94,0.92,3402
0.04,0.47,-0.88,0.95,3403
0.01,0.48,-0.94,0.95,3404
0.04,0.49,-0.93,1,3405
0.19,0.47,-0.74,1.12,3406
-0.03,0.45,-0.91,0.85,3407
0.05,0.47,-0.88,0.98,3408
0.02,0.47,-0.89,0.93,3409
-0.14,0.47,-1.06,0.76,3410
-0.04,0.47,-0.97,0.91,3411
-0.05,0.46,-0.95,0.87,3412
-0.24,0.42,-1.09,0.57,3413
-0.23,0.42,-1.06,0.6,3414
0.04,0.43,-0.81,0.9,3415
0.26,0.46,-0.64,1.17,3416
-0,0.44,-0.88,0.85,3417
0.11,0.44,-0.76,0.97,3418
-0.16,0.42,-0.99,0.64,3419
0.22,0.44,-0.63,1.09,3420
0.04,0.46,-0.84,0.94,3421
-0.38,0.42,-1.24,0.45,3422
0,0.46,-0.89,0.9,3423
-0.23,0.44,-1.1,0.58,3424
0.12,0.44,-0.75,0.98,3425
0.12,0.43,-0.73,0.96,3426
0.2,0.5,-0.76,1.2,3427
-0.32,0.45,-1.22,0.54,3428
0.07,0.46,-0.83,0.98,3429
-0.12,0.43,-0.95,0.73,3430
-0.03,0.45,-0.9,0.83,3431
0.14,0.46,-0.77,1.06,3432
0.07,0.47,-0.86,0.98,3433
0.07,0.46,-0.84,0.95,3434
0.1,0.48,-0.82,1.04,3435
0.08,0.48,-0.87,1.04,3436
-0.05,0.47,-0.99,0.88,3437
-0.09,0.47,-1.04,0.82,3438
-0.09,0.45,-0.97,0.78,3439
0.04,0.45,-0.87,0.91,3440
-0.29,0.46,-1.19,0.57,3441
-0,0.46,-0.9,0.92,3442
-0.13,0.47,-1.05,0.78,3443
-0.19,0.46,-1.12,0.7,3444
0,0.46,-0.9,0.94,3445
-0.03,0.46,-0.94,0.89,3446
0.08,0.46,-0.83,1.03,3447
0.12,0.48,-0.8,1.09,3448
-0.06,0.45,-0.95,0.81,3449
-0.2,0.47,-1.13,0.7,3450
-0.04,0.47,-0.95,0.91,3451
-0.02,0.46,-0.95,0.9,3452
0.03,0.48,-0.9,0.99,3453
-0.01,0.49,-0.96,0.92,3454
-0.03,0.47,-0.95,0.89,3455
0.14,0.48,-0.77,1.05,3456
0.11,0.46,-0.79,1.01,3457
-0.08,0.48,-1.02,0.83,3458
-0.08,0.46,-0.99,0.81,3459
-0.24,0.47,-1.19,0.66,3460
-0.04,0.47,-0.94,0.89,3461
-0.08,0.46,-0.99,0.84,3462
-0.03,0.47,-0.98,0.91,3463
-0.1,0.47,-1.05,0.84,3464
-0.06,0.45,-0.97,0.82,3465
-0.31,0.46,-1.22,0.57,3466
-0.11,0.46,-1.04,0.81,3467
-0.1,0.45,-1,0.79,3468
-0.02,0.49,-0.97,0.94,3469
-0.11,0.48,-1.06,0.85,3470
-0.05,0.47,-0.96,0.85,3471
-0.06,0.48,-0.99,0.88,3472
0.07,0.47,-0.86,0.98,3473
-0.11,0.46,-1.01,0.79,3474
-0.03,0.46,-0.95,0.87,3475
-0,0.47,-0.96,0.93,3476
-0.16,0.46,-1.05,0.74,3477
-0.04,0.49,-1.01,0.93,3478
-0.12,0.47,-1.05,0.81,3479
0.01,0.47,-0.9,0.95,3480
0.02,0.46,-0.88,0.94,3481
-0.02,0.5,-1.01,0.95,3482
0.11,0.47,-0.8,1.04,3483
-0.03,0.48,-0.99,0.9,3484
0.05,0.46,-0.84,0.96,3485
